synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_nd_min,synthetic_indicator_nd_max,relative_profit
-360.1010101010101,-326.7676767676768,363.13131313131305,485.3535353535352,0.000658371131712845
-116.66666666666667,-105.55555555555556,-440.9090909090909,-185.3535353535354,0.004603932647341662
-211.11111111111114,-122.22222222222224,-16.161616161616195,6.060606060606035,-0.026099341429958355
92.92929292929293,159.5959595959595,110.1010101010101,243.43434343434336,0.22592537709423968
427.2727272727272,471.7171717171716,248.98989898989893,437.8787878787878,3.073987330738696e-06
-128.2828282828283,-83.83838383838389,-16.161616161616195,6.060606060606035,-0.06603893687120407
9.090909090909065,142.42424242424244,214.14141414141406,280.8080808080807,0.028036190479078023
297.4747474747474,308.5858585858586,246.4646464646464,490.90909090909076,0.000662901332573395
-77.77777777777783,-33.33333333333337,233.83838383838375,311.6161616161616,-0.00032548418654243516
-439.8989898989899,-428.78787878787875,-187.8787878787879,56.56565656565649,0.00025879026147632037
-439.8989898989899,-428.78787878787875,-460.1010101010101,-226.76767676767682,0.01903383951817797
-159.09090909090912,-103.53535353535354,-339.3939393939394,-94.94949494949495,0.007327356516944712
172.22222222222211,272.22222222222223,-331.8181818181818,-254.0404040404041,-0.04592119954458188
-118.18181818181819,-73.73737373737379,-384.8484848484849,-251.51515151515156,0.006407588413278483
-294.44444444444446,-150.00000000000003,-450.50505050505046,-428.2828282828283,0.027571589722825137
-339.3939393939394,-94.94949494949495,-157.5757575757576,-135.35353535353536,0.005341106513646656
405.05050505050497,493.9393939393938,235.35353535353528,279.79797979797974,4.597382020881526e-06
287.8787878787878,510.1010101010101,-399.99999999999994,-377.7777777777778,-0.0026274192572025485
219.19191919191917,396.9696969696969,-137.37373737373738,-115.15151515151516,-0.05008218998976202
220.20202020202018,375.75757575757564,-17.1717171717172,27.272727272727188,0.006515795027969817
244.94949494949492,300.50505050505046,-19.191919191919222,69.69696969696963,0.018488978369003643
-86.36363636363642,146.969696969697,397.47474747474746,430.8080808080807,0.00040308252945332306
-391.9191919191919,-325.2525252525253,44.44444444444437,66.6666666666666,-9.680608873108316e-05
-127.2727272727273,-105.05050505050505,-484.8484848484848,-373.7373737373738,0.0017399477399172645
398.48484848484844,409.5959595959595,-115.65656565656566,95.4545454545454,-0.0027101683385882896
58.58585858585852,214.14141414141412,-283.8383838383839,-150.50505050505052,-0.021187386908082598
170.2020202020201,314.64646464646466,-450.50505050505046,-428.2828282828283,-0.0007153343798399572
489.39393939393926,500.5050505050505,-423.23232323232327,-334.34343434343435,-0.0011152174182771427
-484.34343434343435,-384.34343434343435,-67.17171717171722,-33.838383838383876,0.000140084270048269
-188.3838383838384,-155.05050505050508,230.80808080808075,375.2525252525252,0.04833078789178534
-229.29292929292933,-184.84848484848487,-339.8989898989899,-306.5656565656566,0.16313264766254226
-128.7878787878788,-73.23232323232328,244.4444444444444,311.11111111111114,0.020416492339859524
-332.32323232323233,-243.43434343434345,-71.21212121212126,51.01010101010094,-0.006375647386650569
-392.92929292929296,-304.04040404040404,164.14141414141412,219.6969696969696,0.0032647813608966594
407.070707070707,451.51515151515144,-241.41414141414145,-152.52525252525254,-0.03852454234472857
-359.5959595959596,-337.3737373737374,275.2525252525252,330.8080808080807,0.00701160493118534
-45.959595959596,-34.84848484848489,-202.52525252525254,-80.30303030303035,-0.0009668586057330183
-431.3131313131313,-386.8686868686869,-359.5959595959596,-337.3737373737374,0.055847916911798356
426.2626262626262,492.9292929292928,-158.5858585858586,-114.14141414141415,-0.00650804475163371
-129.7979797979798,170.2020202020201,165.15151515151513,198.48484848484838,-0.13122734986203854
-361.11111111111114,-305.55555555555554,-310.6060606060606,-255.0505050505051,0.21282173644964258
266.16161616161617,299.4949494949494,-36.3636363636364,-14.141414141414174,-0.0032785932844588903
396.4646464646464,452.02020202020196,-18.181818181818212,48.48484848484841,-5.858652424114821e-06
-97.97979797979804,168.6868686868686,-239.39393939393943,-194.94949494949498,0.0006245460189297484
387.87878787878776,410.10101010101005,306.5656565656566,339.89898989898984,1.5184135252685458e-05
-259.0909090909091,-225.7575757575758,161.1111111111111,283.33333333333326,0.06808539287262583
190.40404040404033,334.84848484848476,458.5858585858586,480.80808080808066,2.2462703483468956e-06
-290.9090909090909,-224.24242424242428,-120.20202020202021,-31.313131313131354,-0.006854917813461965
56.5656565656565,256.5656565656565,-399.99999999999994,-377.7777777777778,-0.0022285614690213296
397.47474747474746,430.8080808080807,275.2525252525252,330.8080808080807,1.5184135252685458e-05
204.040404040404,270.70707070707067,-142.42424242424244,-9.090909090909125,-0.02605340999184599
-158.08080808080808,-124.74747474747477,-314.64646464646466,-170.20202020202024,0.03184411027398376
-441.9191919191919,-386.3636363636364,82.82828282828277,149.49494949494945,0.00011513375776765953
-476.76767676767673,-321.21212121212125,-402.02020202020196,-335.3535353535354,0.055847916911798356
-265.1515151515152,-98.48484848484848,438.38383838383834,460.6060606060606,0.001211415611245831
447.4747474747474,491.9191919191918,214.14141414141406,280.8080808080807,6.849177403487378e-06
-249.4949494949495,-205.05050505050508,235.35353535353528,279.79797979797974,0.0786875280168094
-81.31313131313136,40.90909090909089,-314.64646464646466,-170.20202020202024,4.136820013180314e-05
-87.87878787878793,-43.434343434343475,-420.20202020202026,-397.9797979797979,0.0007657134436539366
245.4545454545454,289.8989898989899,-422.2222222222223,-355.55555555555554,-0.00450055786466785
-475.25252525252523,-353.03030303030306,-117.67676767676768,-84.3434343434344,0.0010616927165459696
296.4646464646464,329.7979797979797,-200.00000000000003,-133.33333333333334,-0.11029522193555316
175.25252525252515,208.58585858585857,-263.6363636363637,-130.3030303030303,-0.025809876882555854
282.32323232323233,404.5454545454545,-160.1010101010101,-82.32323232323238,-0.05820465874719464
-294.44444444444446,-150.00000000000003,193.93939393939385,260.6060606060605,0.07112032158179284
130.80808080808083,253.03030303030297,-258.58585858585866,-236.3636363636364,-0.06582103578906963
-81.31313131313136,40.90909090909089,236.86868686868678,247.97979797979795,-0.00586870182303186
91.91919191919192,180.80808080808072,-240.40404040404044,-173.73737373737376,-0.021080406594886872
-7.070707070707101,37.373737373737356,362.121212121212,506.5656565656566,0.00022686638298497925
-471.2121212121212,-437.8787878787879,137.37373737373733,337.37373737373724,4.500040052129086e-05
-45.959595959596,-34.84848484848489,-25.757575757575786,207.57575757575748,-0.14902522774361174
-77.77777777777783,-33.33333333333337,58.08080808080801,224.74747474747466,-0.14784999436020477
-86.36363636363642,-75.2525252525253,79.29292929292923,223.73737373737364,-0.18222234205230867
-339.8989898989899,-306.5656565656566,-115.65656565656566,95.4545454545454,0.0024075112870130563
-44.949494949494984,166.16161616161605,82.82828282828277,149.49494949494945,0.16298405440097244
286.86868686868684,309.0909090909091,227.77777777777771,438.8888888888888,0.008818071376437392
-439.3939393939394,-217.1717171717172,-431.8181818181818,-376.26262626262627,0.07219282946262795
-208.0808080808081,-185.85858585858588,-90.40404040404046,9.59595959595957,-0.026099341429958355
239.39393939393935,417.1717171717171,-158.5858585858586,-114.14141414141415,-0.06654659501767833
297.4747474747474,308.5858585858586,425.7575757575757,503.5353535353535,2.001893329554434e-06
155.55555555555546,177.7777777777777,106.56565656565657,317.67676767676767,0.19162500732828183
-107.07070707070707,-84.8484848484849,-284.8484848484849,-129.2929292929293,0.0010763477326410937
-336.8686868686869,-147.979797979798,-109.5959595959596,-31.81818181818186,-0.0027890382468517046
-289.3939393939394,-256.0606060606061,-51.01010101010105,71.21212121212115,-0.00584824529015486
-441.4141414141414,-396.96969696969694,141.9191919191919,241.91919191919183,0.000433514762538038
-477.77777777777777,-300.0,-197.979797979798,-175.75757575757578,0.03659094027888995
-291.9191919191919,-203.03030303030306,-452.020202020202,-396.4646464646464,0.049882209592726545
296.4646464646464,329.7979797979797,-42.92929292929297,123.73737373737374,0.009477580270374772
-248.4848484848485,-226.2626262626263,-139.8989898989899,-62.12121212121217,0.00805835186366592
-118.18181818181819,-73.73737373737379,2.020202020201996,68.68686868686862,-0.1432830108021194
-211.11111111111114,-122.22222222222224,-91.41414141414147,30.808080808080724,-0.026099341429958355
