synthetic_indicator_one_min,synthetic_indicator_one_max,synthetic_indicator_nd_min,synthetic_indicator_nd_max,relative_profit
323.2323232323231,434.3434343434343,-406.060606060606,-250.50505050505055,-0.04194003693370633
198.98989898989896,376.7676767676767,-287.3737373737374,-76.26262626262631,-0.093490523992038
29.29292929292928,162.62626262626253,-436.86868686868684,-270.20202020202026,-0.0002268952915688092
240.40404040404036,395.95959595959584,-239.39393939393943,-194.94949494949498,-0.12754362755891585
-199.4949494949495,78.28282828282822,-335.85858585858585,-169.19191919191923,0.011128794385742267
257.57575757575756,479.7979797979797,333.33333333333326,444.44444444444446,0.00011164499632818231
-252.02020202020202,-152.02020202020205,-369.6969696969697,-125.25252525252526,0.07778687324297635
277.77777777777777,499.9999999999999,-137.87878787878788,-104.54545454545455,-0.0193971104090841
-160.1010101010101,-82.32323232323238,246.4646464646464,490.90909090909076,0.01387282674322951
202.5252525252525,302.5252525252525,-481.3131313131313,-225.7575757575758,-0.03768811660931595
-123.73737373737374,42.92929292929291,-24.242424242424278,175.75757575757572,-0.09471140477277531
-350.0,-94.44444444444444,-430.3030303030303,-185.85858585858588,0.09457080141808018
221.2121212121212,354.54545454545445,-490.9090909090909,-246.4646464646465,-0.027416746429385064
-260.10101010101016,-204.54545454545456,-124.24242424242425,53.53535353535346,-0.011036759851378128
-159.09090909090912,-103.53535353535354,245.45454545454538,512.1212121212121,0.01564993996861798
-406.060606060606,-250.50505050505055,186.86868686868678,409.09090909090907,0.003570282939415588
263.6363636363636,352.5252525252524,-431.31313131313135,-164.64646464646466,-0.09318744468462141
127.77777777777779,316.6666666666667,2.020202020201996,68.68686868686862,0.026853635840765316
-441.9191919191919,-386.3636363636364,184.84848484848476,451.5151515151515,0.0005854415531039744
130.80808080808083,253.03030303030297,-7.5757575757576,270.20202020202015,0.1522357251403641
-14.141414141414169,185.85858585858577,-439.3939393939394,-217.1717171717172,-0.0001557776171663343
-119.1919191919192,169.6969696969696,-337.8787878787879,-126.76767676767678,0.00021122531117256666
201.01010101010098,334.34343434343424,-207.0707070707071,15.151515151515127,-0.05583901840501991
-236.3636363636364,-36.3636363636364,61.61616161616155,150.50505050505046,-0.15325087568768747
219.19191919191917,396.9696969696969,-118.68686868686869,-63.13131313131318,-0.018912817049137123
-475.25252525252523,-353.03030303030306,-71.21212121212126,51.01010101010094,2.2850318846941023e-05
-448.98989898989896,-237.8787878787879,-482.32323232323233,-426.76767676767673,0.01846891139988756
241.41414141414137,374.74747474747466,-23.232323232323267,154.5454545454545,0.019996241793092732
54.04040404040397,309.5959595959595,-422.2222222222223,-355.55555555555554,-0.002055119413778444
292.92929292929284,404.04040404040404,-411.1111111111111,-144.44444444444446,-0.09143793290145678
-59.090909090909136,240.90909090909088,142.9292929292929,220.7070707070706,0.20719871636579998
340.9090909090908,507.57575757575756,300.5050505050505,467.17171717171715,3.495262286625474e-05
-319.6969696969697,-64.14141414141419,-118.68686868686869,-63.13131313131318,-0.0010073594007585316
-120.20202020202021,-31.313131313131354,-479.2929292929293,-268.18181818181824,0.0021664666012617974
-291.9191919191919,-203.03030303030306,-147.4747474747475,96.96969696969691,-0.008937111245922488
362.62626262626253,495.95959595959584,185.35353535353528,440.9090909090908,0.00012094350187570271
-217.1717171717172,5.050505050505022,-183.83838383838386,-28.282828282828323,-0.0068847918664876485
245.4545454545454,289.8989898989899,-340.4040404040404,-73.73737373737379,-0.09298651847748333
